#addr	size	name
0x80041a0c	24	FUN_80041a0c
0x80041a24	180	FUN_80041a24
0x80041ad8	848	FUN_80041ad8
0x80041e28	240	DecDCTvlcBuild
0x80041f18	44	MemCardInit
0x80041f44	32	FUN_80041f44
0x80041f64	80	MemCardStart
0x80041fb4	64	MemCardStop
0x80041ff4	104	FUN_80041ff4
0x8004205c	468	FUN_8004205c
0x80042230	104	FUN_80042230
0x80042298	564	FUN_80042298
0x800424cc	392	MemCardOpen
0x80042654	252	MemCardClose
0x80042750	500	FUN_80042750
0x80042944	316	FUN_80042944
0x80042a80	544	FUN_80042a80
0x80042ca0	544	FUN_80042ca0
0x80042ec0	608	MemCardGetDirentry
0x80043120	20	FUN_80043120
0x80043134	284	MemCardSync
0x80043250	520	MemCardCreateFile
0x80043458	444	MemCardDeleteFile
0x80043614	140	MemCardFormat
0x800436a0	180	MemCardUnformat
0x80043754	84	FUN_80043754
0x800437a8	132	FUN_800437a8
0x8004382c	92	FUN_8004382c
0x80043888	16	FUN_80043888
0x80043898	16	FUN_80043898
0x800438a8	16	FUN_800438a8
0x800438b8	16	FUN_800438b8
0x800438c8	16	FUN_800438c8
0x800438d8	16	FUN_800438d8
0x800438e8	16	FUN_800438e8
0x800438f8	412	firstfile
0x80043a94	260	FIRST_OBJ_19C
0x80043b98	16	FUN_80043b98
0x80043ba8	16	FUN_80043ba8
0x80043bb8	16	FUN_80043bb8
0x80043bc8	16	FUN_80043bc8
0x80043bd8	16	FUN_80043bd8
0x80043be8	64	_card_clear
0x80043c28	16	FUN_80043c28
0x80043c38	124	UserFuncOpen
0x80043cb4	108	UserFuncExecute
0x80043d20	184	FUN_80043d20
0x80043dd8	48	_card_open
0x80043e08	476	_card_start
0x80043fe4	32	FUN_80043fe4
0x80044004	180	_card_stop
0x800440b8	264	_clr_card_event
0x800441c0	216	FUN_800441c0
0x80044298	216	FUN_80044298
0x80044370	60	FUN_80044370
0x800443ac	60	FUN_800443ac
0x800443e8	16	FUN_800443e8
0x800443f8	108	InitCARD
0x80044464	56	StartCARD
0x8004449c	56	StopCARD
0x800444d4	304	FUN_800444d4
0x80044604	48	StartPAD
0x80044634	56	StopPAD
0x8004466c	120	FUN_8004466c
0x800446e4	56	FUN_800446e4
0x8004471c	104	FUN_8004471c
0x80044784	68	FUN_80044784
0x800447c8	16	FUN_800447c8
0x800447d8	16	FUN_800447d8
0x800447e8	16	FUN_800447e8
0x800447f8	16	FUN_800447f8
0x80044808	16	FUN_80044808
0x80044818	16	FUN_80044818
0x80044828	20	FUN_80044828
0x8004483c	20	FUN_8004483c
0x80044850	120	_patch_pad
0x800448c8	112	_remove_ChgclrPAD
0x80044938	16	FUN_80044938
0x80044948	16	FUN_80044948
0x80044958	60	FUN_80044958
0x80044994	108	FUN_80044994
0x80044a00	148	_patch_card
0x80044a94	112	_patch_card2
0x80044b04	52	_copy_memcard_patch
0x80044b38	160	_ExitCard
0x80044bd8	32	FUN_80044bd8
0x80044bf8	32	FUN_80044bf8
0x80044c18	76	PadChkMtap
0x80044c64	192	PadGetState
0x80044d24	248	PadInfoMode
0x80044e1c	212	PadInfoAct
0x80044ef0	168	PadInfoComb
0x80044f98	56	PadSetActAlign
0x80044fd0	72	PadSetMainMode
0x80045018	80	PadSetAct
0x80045068	280	PadEnableCom
0x80045180	44	_padSetVsyncParam
0x800451ac	104	FUN_800451ac
0x80045214	364	FUN_80045214
0x80045380	20	FUN_80045380
0x80045394	204	_padStartCom
0x80045460	68	_padStopCom
0x800454a4	820	_padInitSioMode
0x800457d8	200	FUN_800457d8
0x800458a0	472	_padSioRW
0x80045a78	568	_padSioRW2
0x80045cb0	144	_padClrIntSio0
0x80045d40	40	_padWaitRXready
0x80045d68	28	FUN_80045d68
